Latitudes,Longitudes,Elevations
45.99637662753847,7.614485653859824,2801
45.99637560444961,7.611896575249522,2829
45.99637452289856,7.609307496737691,2966
45.99818371854205,7.6585,2270
45.9981836893091,7.655910836394492,2313
45.99818360161024,7.653321672794455,2328
45.99818345544548,7.650732509205362,2333
45.998183250814805,7.6481433456326835,2341
45.99818298771824,7.64555418208189,2381
45.99818266615577,7.642965018558455,2405
45.99818228612739,7.640375855067848,2415
45.99818184763313,7.637786691615541,2427
45.998181350672944,7.635197528207006,2461
45.99818079524689,7.632608364847716,2488
45.998180181354925,7.6300192015431385,2505
45.998179508997076,7.6274300382987485,2511
45.99817877817333,7.624840875120015,2556
45.99817798888371,7.622251712012413,2567
45.99817714112821,7.6196625489814105,2595
45.99817623490683,7.617073386032479,2699
45.99817527021957,7.614484223171092,2736
45.998174247066444,7.61189506040272,2774
45.998173165447454,7.609305897732836,2877
45.999982361753894,7.6585,2270
45.999982332519096,7.655910752228267,2313
45.99998224481474,7.6533215044620055,2328
45.999982098640785,7.65073225670669,2333
45.999981893997266,7.648143008967791,2341
45.999981630884164,7.645553761250781,2381
45.999981309301496,7.642964513561133,2405
45.99998092924924,7.64037526590432,2415
45.999980490727424,7.637786018285812,2427
45.99997999373603,7.635196770711083,2461
45.99997943827507,7.632607523185605,2488
45.99997882434454,7.630018275714852,2505
45.99997815194445,7.6274290283042925,2511
45.9999774210748,7.624839780959402,2556
45.99997663173559,7.622250533685653,2567
45.99997578392682,7.619661286488515,2595
45.99997487764851,7.617072039373463,2699
45.99997391290064,7.614482792345969,2736
45.99997288968324,7.6118935454115055,2774
45.999971807996296,7.609304298575542,2877
46.00178100496573,7.6585,2242
46.00178097572911,7.655910668054017,2285
46.001780888019226,7.653321336113508,2304
46.00178074183611,7.650732004183946,2329
46.00178053717972,7.648142672270803,2348
46.00178027405009,7.645553340379553,2385
46.001779952447215,7.642964008515667,2402
46.001779572371085,7.6403746766846234,2420
46.00177913382172,7.637785344891891,2437
46.0017786367991,7.635196013142943,2522
46.00177808130325,7.6326066814432565,2570
46.00177746733415,7.6300173497983,2589
46.00177679489182,7.627428018213549,2639
46.001776063976244,7.624838686694478,2608
46.00177527458745,7.622249355246558,2630
46.00177442672542,7.619660023875262,2652
46.001773520390174,7.617070692586064,2667
46.0017725555817,7.614481361384439,2710
46.001771532300005,7.611892030275857,2728
46.0017704505451,7.609302699265793,2780
46.00357964817756,7.6585,2237
46.003579618939106,7.6559105838717425,2253
46.003579531223714,7.653321167748961,2293
46.00357938503141,7.650731751637127,2315
46.00357918036216,7.648142335541714,2354
46.003578917216004,7.6455529194682,2431
46.00357859559292,7.642963503422053,2466
46.003578215492915,7.640374087408753,2517
46.003577776915996,7.63778467143377,2550
46.00357727986215,7.63519525550258,2641
46.0035767243314,7.632605839620657,2676
46.003576110323735,7.630016423793475,2720
46.00357543783915,7.6274270080265065,2781
46.00357470687766,7.624837592325228,2688
46.00357391743927,7.622248176695113,2654
46.00357306952398,7.619658761141635,2673
46.003572163131786,7.617069345670267,2690
46.0035711982627,7.6144799302864845,2711
46.00357017491672,7.611890514995761,2719
46.003569093093844,7.609301099803572,2740
46.0053782913894,7.6585,2249
46.0053782621491,7.655910499681442,2322
46.0053781744282,7.653320999368361,2403
46.0053780282267,7.65073149906623,2414
46.0053778235446,7.648141998780523,2419
46.005377560381916,7.645552498516716,2469
46.00537723873863,7.642962998280284,2556
46.005376858614746,7.640373498076701,2732
46.005376420010265,7.637783997911443,2787
46.0053759229252,7.635194497789984,2889
46.00537536735954,7.6326049977178005,2889
46.00537475331329,7.630015497700366,2915
46.00537408078647,7.627425997743154,2871
46.00537334977905,7.624836497851644,2774
46.005372560291065,7.622246998031306,2745
46.0053717123225,7.619657498287618,2704
46.00537080587336,7.617067998626056,2696
46.00536984094366,7.61447849905209,2726
46.00536881753339,7.6118889995712,2746
46.00536773564256,7.6092995001888575,2772
46.00717693460123,7.6585,2317
46.007176905359096,7.655910415483116,2377
46.00717681763269,7.653320830971708,2409
46.00717667142201,7.650731246471253,2429
46.007176466727046,7.648141661987224,2459
46.00717620354783,7.645552077525099,2515
46.007175881884336,7.642962493090353,2614
46.00717550173657,7.640372908688461,2750
46.00717506310453,7.637783324324901,2867
46.00717456598823,7.635193740005147,3076
46.00717401038768,7.632604155734674,3019
46.007173396302846,7.63001457151896,2947
46.00717272373377,7.62742498736348,2928
46.00717199268044,7.6248354032737105,2883
46.007171203142846,7.622245819255125,2859
46.00717035512101,7.619656235313201,2776
46.007169448614924,7.617066651453415,2773
46.007168483624596,7.614477067681241,2781
46.00716746015002,7.611887484002156,2779
46.00716637819123,7.609297900421636,2792
46.008975577813075,7.6585,2429
46.0089755485691,7.655910331276762,2506
46.008975460837185,7.6533206625590005,2512
46.00897531461732,7.650730993852192,2508
46.00897510990949,7.648141325161815,2548
46.00897484671373,7.645551656493343,2605
46.008974525030034,7.642961987852256,2702
46.00897414485838,7.640372319244027,2773
46.008973706198795,7.637782650674137,2853
46.00897320905126,7.635192982148059,3117
46.0089726534158,7.632603313671272,3158
46.00897203929239,7.63001364524925,3061
46.00897136668106,7.627423976887473,3102
46.0089706355818,7.6248343085914145,3001
46.0089698459946,7.622244640366554,2944
46.008968997919496,7.619654972218367,2869
46.00896809135645,7.617065304152329,2844
46.0089671263055,7.6144756361739185,2816
46.00896610276663,7.611885968288611,2807
46.00896502073986,7.609296300501885,2821
46.01077422102492,7.6585,2566
46.010774191779106,7.655910247062379,2612
46.01077410404168,7.653320494130235,2639
46.010773957812624,7.650730741209046,2713
46.01077375309194,7.648140988304291,2719
46.01077348987964,7.645551235421443,2759
46.01077316817574,7.642961482565986,2806
46.0107727879802,7.640371729743393,2873
46.010772349293056,7.6377819769591415,2918
46.01077185211429,7.635192224218712,3113
46.01077129644391,7.632602471527581,3259
46.01077068228193,7.630012718891224,3306
46.01077000962834,7.62742296631512,3219
46.01076927848313,7.624833213804747,3053
46.01076848884634,7.622243461365581,3038
46.010767640717944,7.619653709003102,2989
46.010766734097956,7.617063956722785,2915
46.01076576898637,7.61447420453011,2845
46.0107647453832,7.611884452430551,2838
46.01076366328845,7.609294700429589,2879
